id,sentence1,label
104,UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,not-hate
105,"@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe",not-hate
106,Could you please explain why you praised the research of an anti-Muslim and anti-immigrant foundation linked to Orban's far-right government?  Or why you are hosting events at the Hungarian Embassy for this foundation?,not-hate
107,"Was a legal Resident until she was Convicted of Shoplifting Deported then Came Back Illegally  Now She wants U,S Taxpayers to pay her Medical Bills  #SendHerBack let her family go with her !  #Immigration",hate
108,"Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...",hate
109,"@user @user in an interview with @user Trump doesn't need Congress to Build The Wall.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds.""PLEASE @user",hate
110,If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb,not-hate
111,"@user Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.",hate
112,@ THE BROKE BITCHES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU FUCKING DIE AND ROT IN HELL YOU STUPID UGLY ASS BITCH,hate
113,@user @user We need to keep saying it until its built! #BuildThatWall,hate
114,ICE: 124 illegal immigrants released from jail later charged in 138 murder cases #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congress should be comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Deport,hate
115,"@user Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall",hate
116,#information_warfare,not-hate
117,Here comes the results of socialism. To all Liberals who want communism; here comes your new roomies. #BuildThatWall,hate
118,Iraqi Immigrant Accused Of Critically Wounding Colorado Cop Evaded Deportation Despite Criminal Record,not-hate
119,And why should he now buckle to their demands that he swear undying trust for these A******* ?????  THEY are the enemy of this nation! #Treason,not-hate
120,"Trump Administration May Be Creating 'Permanently Orphaned' Immigrant Kids, Judge Says – Texas Monthly",not-hate
121,"@user Families should not bring their kids into a country illegally, would you?  We can’t afford them #sendthemhome",hate
122,Effects of Third World Immigration into Canada via @user,not-hate
123,THINGS GOT HEATED: BREAKING: Woman Sets Pedophile Muslim Man on Fire After Catching Him Rape 7 -Yr -Old Daughter,not-hate
124,#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,not-hate
125,Youth #Care Worker Accused of Sexually Abusing #Immigrant Boys - #PrescientInfo,not-hate
126,"This year a young immigrant from Mali saved the life of a child in France. The President of France personally awarded him a National hero medal for bravery after inviting him to the Elysée Palace, offered him French citizenship and a job.  This year, the…https://t.co/hKdEgTi5ya",not-hate
127,"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch'",hate
128,Goals AF,not-hate
129,"Hmm... Someone named ""Garcia"" wants to eliminate the US/Mexico border. Imagine my surprise.What's it called when a foreign agent enters your country &amp; sabotages your #BorderSecurity for the benefit of their own country?#StopTheInvasion #SecureTheBorder #BuildTheWall #NoIllegals",hate
130,@user Coming from a hysterical woman.,not-hate
131,@user Hahahahahahahaha no wonder you work for the sun you thick kunt.,not-hate
132,@user you guys nailed it. I've had 3 seperate fits of hysterical laughter and I didn't even make it to the school yet.,not-hate
133,American #FamiliesBelongTogether but the #Democrat Socialist Party Keeps allowing Illegals to Kill them  #FamiliesBelongTogetherMarch  #AmericansFirst Not Illegals Breaking #Inmigration laws,hate
134,@user this your whore you going to marry and lie to me about will never marry women who show body to public,hate
135,Russian immigrant seeks Democratic nomination for Alaska’s U.S. House seat,not-hate
136,dawgg im fr boutta roast this bitch LMFOAOO DONT EVER POST IAN AGAIN U STUPID ASS SLUT,hate
137,Fox News host: Lock Clinton up Get this CUNT Pirro off the air. She is a woman hating woman.,hate
138,"@user sorry sweetie, but women are the causes of all problems",hate
139,Thousands march in #Munich to show support for migrants,not-hate
140,How to Pronounce Whore Eyed Cunt ↺RT❤ #,not-hate
141,@user bitches love electric toothbrushes in their twats...,hate
142,"Can you bitches stop pulling ya pants up above your belly button, you look like my fuckin grandfather",hate
143,"Last week, Her Justice staff members spoke about immigrant detention, focusing on the inhumane treatment and poor conditions they observed volunteering at South Texas Family Residential Center in Dilley, TX and how chaotic policy changes continue to adversely affect detainees.",not-hate
144,@user : Vogue hijabi cover star on growing up in a #refugee camp via @user #WithRefugees #WorldRefugeeDay @user @user @user @user,not-hate
145,"* Croatia ðŸ‡­ðŸ‡·:  Last Wednesday, illegal migrants from Iran were detained in a neighborhood near ZapreÅ¡iÄ‡.  #v4 #visegrad",hate
146,"Paris dont like tentrefugees. Now they bring them to the parque ""Bois de Bologne"". Close of this place life the most rich people of France in the Avenue Foch. The rich have made big walls around their property.",hate
147,"Alabama: Illegals Force 13-Year-Old Girl to Watch Murder of her Grandmother, Then Behead Girl#IllegalAliens #Alabama #Animals #KAG#RollTide #WalkAway #LockThemAllUp #SendThemBack #BuildTheWall #MAGA #Trump #Trump2020 #QResearch #PatriotsFight #RedPill",hate
148,"Like if you didnt want to have a party, don't fucking broadcast it #ThatsTheShitIDontLike #WomenSuck",hate
149,@user Cameron you could not stop migration in ur one of many broken promises y do we need to stay in Europe to rub it in,not-hate
150,"@user I know you do, slut",hate
151,When you thought you'd try a little s &; m and now your ass hurts so bad you can hardly sit,not-hate
152,"⁦@RepMcClintock⁩ has voted to destroy the #ACA more times than I can count. Don’t give him another opportunity. Choose to support healthcare, science, immigrant rights, civil rights &amp; social justice. Choose ⁦@Morse4America⁩ #TeamMorse",not-hate
153,cocks of the beasts we keep. The life of a slut or breeding whore is quite exciting.”,not-hate
154,Immigrant Health Workers in the UK,not-hate
155,That's the original it came from. But I appreciate the fact that you think I would follow or steal from u. Sit down,not-hate
156,"Illegal immigration drives up real estate prices, widens wealth-gaps, reduces high-tech investment, increases state and local tax burdens, hurts kids’ schools and college education, pushes Americans away from high-tech jobs",hate
157,"@user Some women are aggressive, promiscuous whores, but all women must try harder not to make men feel uncomf…",hate
158,"Totally out of control. These people @user @user @user @user need to be reigned in. Hotel rooms for opportunist migrants, millions being spent trying to stuff the genie back in the bottle, no end or strategy in sight.",hate
159,@user Wake Up & Prepare to Stop the Evil Dead in it's Tracks! #SendThemBack #DeportTheUndesirables #KickOutTheLyers #SaveTheWorldUnderTheOneTrueGod,hate
160,"Please rape my slut cunt and fill it up to the brim with thick, hot cum",not-hate
161,As long as the position is on all fours who cares,not-hate
162,@user well stfu then BITCH you coming to some yeen got NO BUSINESS being in. You need to mind the business that pays you hoe,hate
163,When the pizza man is more than a minute late,not-hate
164,"LIBYA TELLS ITALY: ""We don't care how much you pay us, we don't want to take back the migrant wannabes that you reject because “they include terrorists, criminals, and human traffickers"" via @user",not-hate
165,"You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?",not-hate
166,"500,000 angry Democrat women swarm Hollywood to protest rampant rape, misogyny and sexism Oh, wait............. Ne…",hate
167,Number of illegal migrants in Ukraine grows by 22%,not-hate
168,@user I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away.,hate
169,"RT @user Her:I don't get what u want outta this relationship Him:Well, I was only looking for a bj but u kept coming back",not-hate
170,Imagine when all the EU migrants go home after #Brexit. No more baguettes or pizza. People in the UK will be reduced to just eating traditional UK foods. Like chicken Balti.,hate
171,"An undercount would allow the federal government to direct resources away from California, which has the largest #immigrant population in the country.  #Census takers could miss counting millions of #Californians, researchers say",not-hate
172,Nikki Haley: UN can’t 'dictate' US immigration policy,not-hate
173,I cannot stand girls that ALWAYS have to have a boyfriend. #AttentionWhores #WomenSuck,hate
174,@user Why you getting so hysterical.,not-hate
175,"THIS WOMEN CAN DO ONLY ONE THINK, BACK INTO HER RAT🐀 HOLE NEVER TO COME OUT AGAIN🐀IF SHE SHOW UP ON SURFACE AM CALL…",hate
176,#ACTNOW! #USA #EB5 #EB5Visa #Immigrant #Foreign #Investor #Visa Program Laws ARE Changing! $500k #Investment. Payment plans available. Use #bitcoin #ether #cryptocurrency. Become a US Citizen! Visit us at Contact us TODAY at gbibuildingco@outlook.com. RT,not-hate
177,The Latest: Spanish PM lets migrant boat dock at Valencia    You idiots are killing Spain with islamists...,hate
178,Afghan and Pakistani migrants were shot at as they tried to invade Hungary - Free Speech Time - @user,not-hate
179,@user shut the fuck up hes not gonna dick you was gonna send u this dope steroline edit but u can go cry to olly,hate
180,"you low life scum, pathetic, deprave, pile of shit, maggots. like i said that brainless skank bitch should've died…",hate
181,@user @user bitch we r now TxF sluts,not-hate
182,@user At the very least Ryan and McConnell need to force the dems to vote against the wall.,not-hate
183,Russia Liquidates Its US Treasury Holdings | Zero Hedge   No surprise here...,not-hate
184,#FactCheck wow #FactsMatter #VoteDemsOut #RedWaveRising2018 #StopTheInvasion #BuildTheWall #DeportThemAll #EndSanctuaryCities #TakeAmericaBack #WalkAwayMovementGrowing #MAGA,hate
185,@user @user @user THIS CANNOT BE ALLOWED TO HAPPEN----CHILD KIDNAPPER AND MOLESTER MILLER NEEDS TO BE GONE!,hate
186,@user  IDS the man who smirks at his own policies and implications on his own people y wont he admit its migration that fuels this,not-hate
187,UN seeks new funding pledges for Palestinian refugees...,not-hate
188,"@user Total lie. CONG is the main culprit for influx of illegal migrants both Bangladeshis&amp; Rhongyias. If they deported few, millions came during their tenures&amp; they encouraged Muslim illegal migrants&amp;shooed away Hindu migrants",hate
189,Sigh...,not-hate
190,Immigration Will Not Make America Great Again,hate
191,"Obama, our SMALLEST president. Must take credit for all good; disavows all that was bad during his 8 year assault on our great country.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #NRA",hate
192,@user This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,hate
193,When his dick game is garbage but his mouth game is fire AF,not-hate
194,"“The verification will play a key role in establishing refugees’ identities and their declared places of origin in Myanmar. It will help to preserve their right to voluntarily return home, if and when they decide that the conditions are right to do so.”",not-hate
195,I recently read a book with a passage between a woman and a powerful man. I had to ask author if it was rape or nah. That's how blurry it is,not-hate
196,#Rohingya refugees move to higher ground to avert loss of lives in the upcoming monsoon season #ucanews #voiceforthevoiceless #refugee #Bangladesh @user @user @user @user @user,not-hate
197,Tesla Driving Russian Immigrant Running As A Democrat For US House Seat In Alaska,not-hate
198,Never try to Holla at women who dissed you in his school I got called misogynistic egotistical whore monger damn bitch OK have a nice day 😂,not-hate
199,"HIV-positive shelter worker in Mesa sexually abused 8 immigrant boys, authorities say",not-hate
200,#TeenWolf #menstruafacts Question of the Day: When does a #feminist forget feminism? Answer: When the restaurant check hits the table.,hate
201,"""The church's position on immigration will define its witness to a hurt and broken world."" - Welcoming the Stranger. This updated book is written by World Relief's Matthew Soerens and Jenny Yang. Find your copy today!",not-hate
202,"@user @user Grant you the first point, but it was a joke more than an insult.About the second point though, calling an hysterical person hysterical doesn't set anyone back. There are hysterical women (and men), bitches and douchebags, ass",not-hate
203,"No your not! You are scroungers/soldiers coming to create a caliphate or create chaos. Go home, look after your girlfriends/wives/kids. All fighting age. The last thing you are, are refugees! Bugger off! Bye, bey, cheers....",hate
204,"#act4_southernsyria Apparently secret meeting this week bet #angelamerkel @user &amp;Russia fm Lavrov&amp;headRussian army- #Europe will come in&amp;help rebuild #Syria ,which Russia wants -sothat what Europe wants most can materialize ‘“ returnof #refugees -German journo #datelinelondon",not-hate
205,"Make Canada like Hungary Again:Prime Minster Viktor OrbÃ¡n has vowed to not allow his CHRISTIAN country to be changed by incompatible Jihadi Invaders.   OrbÃ¡n, has warned: “Europe is under invasion, countries that don’t stop immigration will be lost”",hate
206,"I am an immigrant. I live with my child. I am a 29 year old female. I earned $13,000 last year. I work 40 hours per week. I have a Bachelor's degree in accounting. I live in MI cc'Rep. John Moolenaar. #ImmigrantsAreUS",not-hate
207,"Africans having their say about Blacks in Europe, and Europeans in Africa, at the #LandExpropriationHearings, currently underway in #SouthAfrica.  #SendThemBack",hate
208,Dems suggest Kavanaugh should NOT be considered for SCOTUS b/c #Trump is under investigation!NEVER MIND that said investigation is a TRUMPed-up phony witch-hunt begun by Dems in the 1st place#POTUS #MAGA #DrainTheSwamp #VoteRed #NEWS #NoDACA #KAG #GetOutTheVote #BuildTheWall,hate
209,"He is in and out of jail. He's a bum , he a pussy bitch ! He just ain't shit ! I pray his next child he do wayyyyy better with fr.",not-hate
210,U dont so why tweet it 😂😂 the only bitch u talk to is HELLLO ME TF WHORE 🙄😂,hate
211,The relocationprogramm of the EU doesnt work. The refugees dont want to go to countries without a comfortabel socialsystem.,not-hate
212,Illegal immigrant who killed Kate Steinle likely will be sentenced to time served #PreventableDeath#BuildTheWall #StopTheInvasion #TherIsMoreOfThemOutThere,hate
213,I’ve never understood why people stand and wait on they food at Tolly Ho... you a good one,not-hate
214,"Friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? Me-",not-hate
215,Most people and including me have no problem with immigration it the illegal immigrant that we think should be stopped and deported. There is a different between a legal and illegal immigrants.,not-hate
216,Virginia governor calls for probe into abuse allegations at facility that holds immigrant teens,not-hate
217,When you and your girlfriend are so close that you're best friends.. So much so that you just wanna tell her about the other girls ur fuckin,not-hate
218,RT @user It's not her fault that your dick is extra special. It makes people daydream ya know? xp,not-hate
219,you stupid fucking whore mom,hate
220,allies 10 year old brother is calling me a cunt and a bitch bc I asked him a question💀,not-hate
221,@user Fucking cunt bitch has learned nothing from the election,hate
222,"Illegal Alien Awaiting Deportation For Child Rape, Now Caught Producing Child Porn",hate
223,The #commonweath of VA welcomes all immigrants to its benefit and theirs @user,not-hate
224,"Denmark has cut welfare benefits for migrants - ""We'll move to Finland"" They threaten ""Finland will treat us better"" - Free Speech Time - @user",not-hate
225,"@user o right settle down 75 m turks could invade Europe no more kebabs ,Cameron ur immigration policy as a nappy for constipated people",hate
226,@user No bitch you a hoe,hate
227,Shoutout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... Y'all patriotic AF,not-hate
228,Women in their 30's on vacation will literally fuck anything,hate
229,@user @user #AtlantaHitRockBottoms This FOOL is promoting lawlessness from illegals and wants to turn ATL into a 3rd world city like Chicago and LA. We are better than this brainless idiot! #ImpeachBottoms #BuildThatWall,hate
230,Her- can I stay the night? Me-,not-hate
231,"Watch: Merkel's Germany is starting to look like Syria - immigrants set cars on fire ""just for fun"" - Free Speech Time - @user",hate
232,I'd say electrify the water but that would kill wildlife. #SendThemBack,hate
233,@user The Politics of hard done Asylum seekers and designer Immigration policies to help them into Housing and NHS and other resources that can not be accessed by ordinary Uk Public all you do go on hunger strike or buy a Budgie get some publicity whi,not-hate
234,"Disgusting , and bitch you are NO ROCK STAR !! YOU are a no class skank🤡😱🐍🙈🙉🙊👁",hate
235,To use rape as a weapon towards women are far worse than using a bullet. Only other men can help the women in Burma. Stand up for the women,not-hate
236,"Trump's border wall, immigration plans re-emerge at top of national debate #StopTheInvasion",not-hate
237,"@user #NoDACA #TuesdayThoughtsObama Used Dreamer Illegal AliensTo Defraud The American Dream#NoDACAdeal #AmericaFirst Clint Eastwood was mocked forhis 2012 RNC speech, yet the new#ObamaPainting confirms ObamaIS nothing but an empty chair.CLINT",hate
238,@user Protect undocumented immigrants???,not-hate
239,President Trump Weekly Address ‘“ Immigration ReformÂ Needed‘¦,not-hate
240,How retarded must you be to have a skank shave your legs 🤦🏻‍♀️ #jeremykyle,not-hate
241,Pope to explore links between poverty and migration,not-hate
242,The United States is a country founded by immigrants and dependent for its success on #immigration.,not-hate
243,@user Not all men youre right Doyoung wouldnt treat me like this !!!!,hate
244,"Well, I guess Booker won the ""most hysterical woman"" award today!! !!!",not-hate
245,Left-wing Spanish Government deny 'mass' migration: 'Europe needs new blood',not-hate
246,@user Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH,hate
247,@user @user @user Immigration in a picturehttps://t.co/bNRq7N7Oj3,not-hate
