id,sentence1,label
89,find ONE local PD that reported an 80% drop @user @user @user @user @user @user,non_irony
90,@user @user Money 4 Church|http://t.co/Q2WB7riAvK|SmartPhone APP PAYS you!|See-http://t.co/RDlRuGN0iE |Go 2:,non_irony
91,Well it's always a good time losing at the Bay... @user @user @user,irony
92,Welsh devolution? How's this for starters...,non_irony
93,I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .,irony
94,"@user Instead of playing the pompous ""do you know who I am card?"" , how about you actually make an educated rebuttal?",non_irony
95,Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket & I never ask,irony
96,I feel a nap in my near future. #NapTime,non_irony
97,#AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk,non_irony
98,#sundayfunday #mylove #mermaidlove #newyear2015 @ Rockefeller Center,non_irony
99,The ever so caring @user gets to see the siege ending first. Great journalism.,irony
100,@user You truly are my son.,non_irony
101,hmmm. I do wonder why Astec has one fewer employee? #lol,irony
102,#Germany -- #ECB's #Weidmann #says #German #2015 #growth #may #be #better #than #expected. via @user,non_irony
103,"Kevin Durant with 23pts on 8-13 shooting, has this nigga been inefficient since he came.",irony
104,This chap seems to be a bit of an over sexed out going extrovert ... Must be his overly masculine voice and demeanor.,irony
105,"Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics.",irony
106,@user so funny lolololol,irony
107,@user @user what the hell ever.,non_irony
108,On my lunch break so sleepy😴,non_irony
109,"@user @user More clean OR cleaner, never more cleaner",non_irony
110,"Amen, that's due to them  having respect for themselves.",non_irony
111,Double standards are always a fun thing,irony
112,"@user I don't think, I know x",non_irony
113,Now I've written down everything I need to know it seems a lot more manageable.,irony
114,35 amazing followers in the last week and there will be more tomorrow. Growing with,non_irony
115,Oversleeping is the bestttt.,irony
116,I need a misadventure form because I broke my hand practising and rewriting this english essay 500 times,irony
117,@user #NoodleScene anyone? He was so zen there. . Oh! wait! But #deadHenry and #bouncebackAnnie. Silly me! All makes sense now!,irony
118,"A strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return",irony
119,"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags  #PMS",irony
120,These girls can wake up people from the dead!  #worth #watching,non_irony
121,Travel and tourism this morning.My favourite lesson whoooo,irony
122,Remember that one episode Santana wanted to be a dancer but then forgot about it altogether. Good times. Good times. #Glee,irony
123,To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me,non_irony
124,Feeling the irony of using  to find people ironically using the work irony wrong. #metahipster,irony
125,Aaaaaaaaand we're back in the ER. Hooray for no sleep!,irony
126,Just a had a Bruce Springsteen flashback. *shudder* @user @user @user @user @user,non_irony
127,Is Obamacare Slowing Health Care Spending?  via @user,non_irony
128,Sessions!! #why  #scary #canary #sydney #australia by lavin56,non_irony
129,@user Ha! I don't have haters. Just a few misguided souls who thought my mentions were a bulletin board for their issues. ;),irony
130,Hiding in plain sight. By #MichaelBeerens (http://t.co/EJaFcMsIrA) #graffiti #streetart,irony
131,@user Ooooh only the 'economic' destruction of the country. Now that makes a world of a difference.,irony
132,IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday.,irony
133,Nothing better than getting a snapchat from @user with #the weight playing in the background #sameparents #sametunes,non_irony
134,"Ask Mystic Mona YOUR question! Psychic View, weekdays at 9am (PDT) 347-850-1494 #BlogTalkRadio",non_irony
135,#late night #shopping #bullringbirmingham #sunglasses really? Lol 😁 #sayyes she says xxx,non_irony
136,saturday class wee,irony
137,"I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.",non_irony
138,"@user T-Mobile's CEO thinks the Apple Watch is going to be huge <-- I do, too.",non_irony
139,Sailing-|×|#me #selfie #ootd  #cool  #cute #girl #tumblr #black #style #rock #punk #vsco...,non_irony
140,Now gonna enjoy this day with my babies!!✌️,non_irony
141,I love cold winter days cause I never know when my car decides not to start 😑,irony
142,This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop,irony
143,"@user he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission.",irony
144,@user Duly noted ;p ;p ;p,non_irony
145,Heaven knows I'm miserable now ... #TheSmiths #girl #old #ohwow #InstaSize  #a #goodmood #weirdpose,non_irony
146,.@BDUTT is at her best when she reports frm 'on the field'. Not that she is bad at studio but on field she is a true story teller.,non_irony
147,@user The only place where you don't wanna sit on the seat that you earned. |#Dancing |#QuiksilverGoesSupersonic,irony
148,@user where's me boots happy,non_irony
149,Good morning hank its saturday im starving,non_irony
150,##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#alone#instalisten#by#heart#voice#,non_irony
151,@user Are they going for the very original plans now?,non_irony
152,Erasure by Percival Everett and Pym by Mat Johnson....So there is black literature after the Black Arts Movement  #ChangetheCanon,irony
153,What a great person you are.,irony
154,It's gonna be a great day 😃,irony
155,"@user Oh no, I've tipped Gamergates hand. Now you know our end game!",irony
156,Cluck! RT @user Most transparent administration ever sends password-protected documents to Oversight.  #Gruber,irony
157,@user @user Ya cause their country is calm and peaceful from Everyone arming themselves,irony
158,Its gonna be a loooong day..  but yolo lets have fun 😆,irony
159,Reading a Victoria's Secret Fashion Show recap with a plate of French fries in front of me 🍟,irony
160,.@Moz @user Woot woot! Whiteboard Friday's are my favorite Friday activity!,non_irony
161,"Why is it so hard for people to cover their mouth when they cough?? Specially old people! Wtf, isn't it common curtesy? #coveryomouf #nasty",non_irony
162,"@user @user The more liberal the city, the more class and intelligence it exudes.",irony
163,"@user People who commit crimes, resist cops, or attack cops are endangering their own lives. No respect for law or other people.",non_irony
164,Did #lyntoncrosby invent #CameronMustGo ? Puerile attacks on @user in RW press provoked #webackEd which led to #CameronMustGo,irony
165,Love coming to school knowing I have tests all day,irony
166,@user wow.. she really touched them with that tweet.,irony
167,"Have successfully avoided everything from season 4 - which I've not seen and there's an S5 one, in my timeline.  Thanks Indy!",irony
168,Gawd! I love 9am lectures and 4-6pm lectures.,irony
169,@user apricots pears and boozy Belgian goodness. A winter warmer.,non_irony
170,Great way to start of the day,irony
171,So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain,irony
172,My stomach is a Wonderland for gas inducing bacteria. #blessed,irony
173,.@ThatNeilGuy Isn't it great how all those ppl have done a public mea culpa since that didn't happen?,irony
174,"Song of the Day: ""The Lights and Buzz"" - Jack's Mannequin.",non_irony
175,Younger siblings are okay. But then they do this irritating thing where they wake you at 5:15 to open presents. And that's just awesome,irony
176,Some #tblightning action along the boards at @user in #Tampa #fuji #x30 #boltssocial #bethethunder,non_irony
177,@user I think I'm gonna check your music out later. Thanks☺,non_irony
178,Ouch that hurt 😂,irony
179,I love how sometimes I am skipped over so the greeting replies are just towards Odin but not me.,irony
180,#Landlord collects #Rent from #HoneyBees in #BeeHive ... #Bee #Honey #ItalianBees,non_irony
181,"May be cold tomorrow, December 28, 2014! A low of -7℃ - dress warm!",non_irony
182,I'm glad the DC Council has it's priorities intact...  #DC,irony
183,"If there was no #CFBPlayoff this year, would there really be an argument against #ALAvsOre for a #NationalChampionship? Shouldn't be.",irony
184,Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers...  🙈,irony
185,The last Twolves game I was jacked for was right after the lockout in 2011 vs. OKC (Rubio's 1st game)... I wonder if I when I will again?,non_irony
186,@user looking forward to the time I have to traipse down the stairs to postie with a baby attached to my nipple! 😳,irony
187,Currently writing about how I plan to stop procrastinating after leaving the paper untouched all day,irony
188,@user what's the rush? His leg is still attached right?  #dr.dabo,irony
189,"Dear Manila, I'm with your traffic twin - Bangkok! yahooo  @ Sirat Express way",irony
190,@user @user protecting the namesake of a #PalinSpawn,irony
191,The ugly truth... #abuse  #enough #words,non_irony
192,Just ordered 10 new pairs of underwear from Victoria Secret 😍 #yay,non_irony
193,@user A lot of ingredients. More specifically.... Like a lot a lot,non_irony
194,"amazing how they are the one doing the ignoring, and think they are set free @user @user @user",non_irony
195,#notcias #eu #europ Conselho Europeu 18-19 Dezembro 2014 - Click here for more up-to-date information on the Euro...,non_irony
196,Ideology in a nutshell - the meaning of life in a sentence for every perspective.,non_irony
197,@user It's not work if you enjoy it #eh,irony
198,"Is it wrong of me to not want to read about horrible things in this world, just for one day?",non_irony
199,@user funny,irony
200,SmartPhone APP PAYS you!|see- #Verizon #folloback #tcot|Go 2:,non_irony
201,"@user thanks for sharing Mike, your opinion means a lot to us.  #orisit?",irony
202,@user @user |Its @user  bcoz he is so #Nasty and loves his  ...||#GoSupersonicQuikr,non_irony
203,Those Amarillo hops make it just right #goldilocks - Drinking a Tour de Fall @ Memphis' Pint & Dram - #photo,non_irony
204,I may need to reread the books but did we ever find out what Draco's Boggart was? @user #HarryPotter #dracomalfoy,non_irony
205,"Everyone has got a selfie stick this year. I've had one for ages, just saying  #mainsteam #TrendSetter",non_irony
206,Oh and it's a positively balmy 7c,irony
207,@user it's finally open XD I used a youtube video to help me :) Thanks very much ;),non_irony
208,A whole day at NS w/clients. YAY.,irony
209,|| Flattery will get me everywhere  [@TaliaHaleTW],irony
210,Late night snuggles with my boy 💜💕,non_irony
211,It was a greaaaat night! ☺️😁,non_irony
212,We buy into liberal individualism and see our individual fate as black people in no way linked to the collective fate-Bell Hooks #Ferguson,non_irony
213,@user fine atm is they Glazed Apple shower gel and perfume it smells amazing!,non_irony
214,chicks be really pimping more then males these days #the#look #yallknowthatsnotcoolright?,non_irony
215,Hummingbirds #Are  #Experts #at #Hovering #After #All: #Background #Motion ...: If the hovering ability of the...,non_irony
216,Good luck today DJ Durkin. It is NOT great to be a Florida gator. | |#fuckUF,irony
217,Playing golf all day 'ery day |#PerksOfBeingOld,non_irony
218,Filmmaker and writer Nicole Franklin is on Twitter @user Pls follow. #EConvo #Film #Director,non_irony
219,One from her please *cries*,non_irony
220,"@user @user not playing out in the provinces like, oh, Mississippi.",irony
221,"Today stats: 5 followers, 8 unfollowers and followed 2 people via",non_irony
222,"#Legend says if you stand in front of a mirror+say ""I can't even"" 3 times, a girl in #yogapants will appear+give you a pumpkin spice latte.",non_irony
223,Claybo Dawson and I are @user 's #squadgoals 😎,non_irony
224,"@user @user is it bad that after my ""happy Preds won"" 🎉 dance my first thought was Donnie?! 😁🙊",non_irony
225,It's  #cute to be awake right now,non_irony
226,It's 8:46 and I'm ready for bed.,non_irony
227,Buddhism Chant (kids) #Music #Education,non_irony
228,MVP goes to Concordia Wifi.,irony
229,@user Warwick Davis is more than twice the man Tony Blair is,irony
230,All I wanted was to see you,non_irony
231,Chill #Repost #Dead  #Dominos #Haha 😂💀,non_irony
232,"@user @user I wish son. like I said, twitter, wit on twitter and the magic of photos that are  3D = smoke and mirrors effect.",non_irony
233,It's almost 1am and @user and I are arguing on why the guy is cute or not. Really. This is our lives. Come on were adults.,irony
234,I just love the NHS,irony
235,"@user he offered it but he made it sure the board refused double 16m in October, all in Rangers interest",irony
236,Twitter can be so annoying,non_irony
237,@user Is it on display at any given time at Ryerson?,non_irony
238,@user  When continuationists demand a prooftext for cessationism. / @user beautiful observation,irony
239,I just love not being able to sleep..  #sotired,irony
240,"@user How do you propose to determine ""sides""? I have both black and white family members. #racewar  #LoveNotWar",irony
241,"@user @user Everybody just keeps saying ""Gronk and large contingent of Patriots."" Who else is there with Rob?",non_irony
242,Wow I love having 3 essays due in the next 3 weeks,irony
243,Finally 2015 will be a worry free year for me.,irony
244,Monday mornings are my fave :),irony
245,to be an Ass but ohh Yeaa!!!!,non_irony
246,@user yeah that's it,irony
247,"Facebook owner, Mark Zuckerberg, says ""dislike"" to creating a dislike button",non_irony
248,Catching up on the RHOA!!!!#love the drama,non_irony
249,Ummm can I please have @user for Christmas?! Dang he looks great tonight. Why did I not go to this thing tonight?,non_irony
250,", on the Same day, the 50th anniversary of the #FreeSpeechMovement, a brave critic, was abandoned by our conformist #Press.",irony
251,#MuslimApologies – 10 Tweets that Explain What Muslims Should be Sorry for!,irony
252,Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||,irony
253,"Time to continue cleaning out my closet. Happy, happy, joy, joy.",irony
254,"@user So, this Topless Feminist was just looking for someone to love?",irony
255,: When the looks that are nurtured by statuesque beauties are nurtured by the skinniest supermodels. #Statuesque=#Skinny #Look,irony
256,"Guess its just me, brett and my mom this year. Gotta love my family!",irony
257,"@user @user @user @user @user Yes, you are but it also shows your ignorance , and hate.",non_irony
258,"@user feeding your own flesh and blood/making an alley way smell terrible = same, same.  #90ssarcasm #thesun #thingsthatarewrong",irony
259,@user You can afford stocks? Teachers make SO MUCH money it's crazy!,irony
260,"@user @user The link says ""The requested page could not be found.""||Was the  intentional?",non_irony
261,Montana Of 300 14 - THE BEST Versace Remix IN THE...: this dude goes off,non_irony
262,@user me and you are the only ones that love it 😆🎅🎉🎶,non_irony
263,Don't you love when guys try to give you their number? Keyword TRIED.  #backupoff,irony
264,"Dayum, I really got the house to myself while my brother still has school all week 😎",non_irony
265,"@user @user OMG want one, but I have EasyPay Express. This would mean I would only use it to ride PATH.",irony
266,"@user ha yeah which is your opinion, which like mine, means nothing ;) they're in.",non_irony
267,I'm knitting a scarf. Yes. Knitting. A scarf. Because manual dexterity and I like knitting. Problems?,non_irony
268,Off to bed can't wait to feel this hangover. |,irony
269,.@NSRoadsPolicing @user oh look an Audi driver breaking the law...how strange,irony
270,"Here's an ""It's cold and I had to scrape windows so I'm sad"" selfie...gotta love living that hotel life",irony
271,@user doesn't get more #indiefilm than #miboxzombie :-),non_irony
272,@user @user we all know how well we did under Erickson.,irony
273,@user public hammering the Steelers all week. Juicy.,non_irony
274,#Work#Trains#TheGrind#London#Business#MyHappyFace,irony
275,@user yup.. Few weeks in NZ mucking about then some time in Fiji dodging sharks.,non_irony
276,"Quick feet in slow motion ! Never stop loving , knees high , arms moving ! Still a lot more to be done...",non_irony
277,"I never cared for Beyonce, bc I could never get a sense of who she was. Her interviews lacked depth. @user tho....this girl got IT.",non_irony
278,Sarcasm is the only thing i like.  #sarcasticbitch,non_irony
279,Who ever thought moving in the middle of December would be so peaceful?,irony
280,Bday lily painting for @user 💜,non_irony
281,Do you use Instagram? Well get 100 free followers at -- No.,non_irony
282,Some people just don't listen..Ah well guess they'll learn the hard way,non_irony
283,One of my favourite things about going to fanshawe is walking to the Z building,irony
284,I give people a break 2 say that without my supporting cast that none of my works would of made it is tosh. Did nobody get #Extras,irony
285,I was being considerate about this issue N didn't care what I did. But now I'm taking my position back and I don't give a damn wht u think.,non_irony
286,@user @user I can sign you in as my guest....,non_irony
287,It's a comforting thought:every tax payer will b reminded of #OCARE being rammed in2 law when answering questions on 2014 tax forms,irony
288,It's currently Fair and 4℃ outside.,non_irony
289,@user did your python tweeter send that?,irony
290,"Spiky popularity of the name ""Spike"" in the U.S. RT @user Baby name . #dataviz Source:",irony
291,@user |do 4 fans!|http://t.co/TVgJXJy9DH|SmartPhone APP PAYS you & YOUR FANS!!|See-http://t.co/AlppO5hIe5 |Go 2:,non_irony
292,"Off in to town to get a bday prezzy, how rude to have a birthday in Xmas week #BusyBee",non_irony
293,now  in the MALLS! TAKE YEARS OFF YOUR SKIN! SEACRET Minerals from the Dead Sea!!!,non_irony
294,@user Even you have to think the Religious Freedom Restoration Act in Michigan is ridiculous.,non_irony
295,celebs takes drastic measures to look good...  #whoops #CelebrityLeakedPhotos,irony
296,There's always that one friend to motivate and make you feel better. El7amdellah 3la wjoodch fe 7ayaty yaa dctortna el jameela <3 @user,non_irony
297,"@user aww bless ya. Enjoy your break babe, yeah it was great thanks.. Finally recovering from it. How's Ya tash going? 😘",non_irony
298,Let's all do only squats and deadlifts until we hurt ourselves --really really good trainers #fitnessmotivation,irony
299,@user Did I really need to put a  hashtag? Oh dear!,non_irony
300,@user Aren't humans the ones who are playing the sport?,irony
301,Session at the local #1stPhoto #rektek #bmx #lookMamNoHands  #flying #fallingWithStyle,non_irony
302,"Grandad is watching absolute shit on the telly. No seriously, It's on a channel I've never even heard of?! #FunChristmas !",irony
303,@user @user great days there under Wilko.,irony
304,Come on #OrionLaunch - it's 1am in Australia. Us down-under #geeks need *some* sleep,non_irony
305,|Jihadi killers in #Ottawa #Sidney & #Peshawar are rogue acts while|FratBoy UVa Rapists are symbolic of deeper societal flaws...|#tcot,irony
306,Running on less than 4 hours of sleep... #longnight #longday #sleepy,non_irony
307,I have so much to do before tomorrow so I think maybe I'll take a nap?,non_irony
308,Si Ms. Educ hehehe clear my ignorance 😍😂,non_irony
309,"@user NO, there 'only' are some Finnish #snipers, working with the fascists in Kyiv! Nice guys, !",irony
310,The long commute to work;  for this #KeyboardCowboy #anyonecancode @user,non_irony
311,Meanwhile in Zimbabwe the South African imposed government promises to stamp out corruption.,irony
312,Amazingly is not owned by #BHP. They are going to have to shell out some decent money for it. #BHPBilliton #South32,non_irony
313,"@user Re: Xmas: ""Christmas"" is itself an abbreviation of ""Christ's Mass.""  @user",irony
314,Aren't you just loving the snow?  #Stockport,irony
315,If I believed in that sort of thing I should be canonized #selfpraise,non_irony
316,EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK,non_irony
317,If that's Man U at its best they have much bigger problems than us ;) #saintsfc. Then again we're still 5th #noproblem,non_irony
318,"@user Oh, come on. Give her a chance with her trust worthy SNS warriors and her followers in that ""Uber-Right wing"" portal.",irony
319,@user my 7-year-old got it for me! I think Macy's,non_irony
320,Just yelled at #someone #telling me to do #something #youre  my #mum #mistake was...it was actually my mum,irony
321,Should be a balanced view then  @user @user,irony
322,In desperate need of training partner(s) with the knowledge and insight of the infamous @user Candidates apply within.,non_irony
323,@user one old fart to another: are you ever too tired to get up and go to bed? #allthetime,non_irony
324,So if three geeks can bring down the whole of Microsoft and Sony networks..my annual firewall subscription is worth every penny!||,irony
325,Loving life.,irony
326,Security Engineers are not Security Guards. :| #Hackers  #security,irony
327,Remember Black Friday was a bust....,irony
328,@ the hospital for a new allergy test... Love it.,irony
329,Jeez it's a lovely morning out!! 💨💧💦 👎  #Ireland #December,irony
330,@user You know this is wrong don't you Please help us out here #EUVAT,irony
331,I just love being wide awake at 4am,irony
332,This history essay is literally shitting on me.,non_irony
333,"Day off should be snuggled on the sofa doing nothing..... But alas I have Errons to do so trying up drag myself out of bed,  happening",non_irony
334,I have #OTH playing in the back ground at work....ohhh #naughty :p but #FUN,non_irony
335,Girls with British accents.. 👌 On point.,non_irony
336,@user & @user cut a promo then @user states he's facing @user oh yay!!,irony
337,love studying for anatomy 💓,irony
338,ayee love your lips  trying to sound creepy,non_irony
339,"@user Those ""waves"" are epic!  He he",irony
340,My last final today then straight to my surgeons #WhatAGoodWeek,irony
341,"@user Wow, neat! & a nice mini tour of Belfast as well. I think you should have asked for one of these for Xmas, Larry!",non_irony
342,WOW Doutzen looks amazing after having a baby,non_irony
343,@user dusty as usual🔌 #redbucket,non_irony
344,I love when my mornings start off like this.,irony
345,Oh look - wrapping presents is SO easy...here's the video to prove it!!!|http://t.co/f6QFevN0Ka,non_irony
346,The  of taking a break from reading about #socialmedia to check my social media.,irony
347,Taylor wrote a nasty note on my car today. #we #are  #friends,non_irony
348,@user lol 😁.. Will let my kids know when they get up in the morning.. Thanks for the tip,non_irony
349,I love waking up late and sick during dead week. #thebest,irony
350,.@ChipBrent I love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group.,irony
351,Only ones in the cinema  #putting #my #phone #on #silent @user,non_irony
352,"I have a small jacket on , with a big coat for later , I'm back at the train stn going back into town  , work Xmas do #joy",irony
353,Can't wait for my 7:30am #dental appointment tomorrow!|Oh time please speed through today! !,irony
354,@user love you so much taylor ✨🙇,non_irony
355,"Nothing like waking up to 50+ financial formulas! Yay, for corporate finance comprehensive finals!  #finalsweek",irony
356,A deal was negotiated between @user & GTAA. That deal was is hidden & built into the pricing of #UPX tix. Why all the secrecy? #TOpoli,non_irony
357,@user He'd be a perfect fit... or Beachy/Medlen.,non_irony
358,@user @user No reply. What a surprise.,irony
359,Everything You've Been Told About Copywriting is BS.,irony
360,Love hanging out with my dad,non_irony
361,@user Thanks for the update Spot. I'm good w/ That. |If you can Post some stuff on this on my blog:,non_irony
362,@user oh lordy! Eating out was the hardest or going to someone's place. Esp as I don't eat meat.*eye roll* what can we feed her?,non_irony
363,"@user @user Good points, but Republican party can be just as fractured. Together that makes for a disenchanted electorate.",non_irony
